,User,CARD INDEX,Retailer ID,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
339,116,4,11,5036328460113700,08/2021,627,YES,2,$19570,01/2019,2019,No
340,116,5,12,5975006425756630,12/2023,551,YES,1,$22297,05/2017,2017,No
341,116,6,28,4420959167134444,09/2023,75,YES,1,$20031,06/2015,2015,No
342,116,7,13,5016998590035219,02/2020,597,YES,2,$30323,02/2020,2020,No
343,116,8,1,308100975355379,04/2024,881,YES,1,$19000,01/2020,2020,No
344,117,0,11,5835253444174486,02/2020,308,YES,1,$18162,07/2018,2018,No
345,117,1,29,4049734716799356,12/2020,662,YES,1,$54,01/2020,2020,No
346,117,2,7,5314005209195975,08/2022,991,YES,1,$8700,02/2020,2020,No
347,117,3,12,5849554532579598,05/2021,767,YES,1,$14295,01/2020,2020,No
348,118,0,24,4997798155113400,11/2024,545,NO,1,$17620,11/2019,2019,No
349,118,1,11,5309940542589432,02/2020,924,YES,2,$17201,01/2015,2015,No
350,118,2,5,6108413838069051,08/2021,894,YES,1,$8300,01/2020,2020,No
351,119,0,24,4251102360489444,08/2023,439,YES,2,$17853,11/2008,2011,No
352,119,1,11,5557372707231204,12/2024,434,YES,1,$10794,04/2018,2018,No
353,119,2,12,5865546237246039,12/2019,155,YES,1,$15832,11/2010,2011,No
354,120,0,17,5878511318941183,10/2006,699,YES,1,$26,07/2006,2019,No
355,120,1,7,5825403139414547,05/2013,531,YES,2,$16300,11/2007,2009,No
356,121,0,11,5407870927189092,10/2024,228,YES,2,$14836,01/2020,2020,No
357,121,1,12,5089025651729124,07/2024,464,YES,2,$13972,01/2020,2020,No
358,122,0,11,5847313041147612,06/2024,574,YES,1,$33103,06/2013,2013,No
359,122,1,12,5454341430423098,09/2023,247,YES,1,$20847,08/2008,2010,No
360,122,2,13,5183724144988670,11/2013,569,YES,1,$31807,10/2013,2013,No
361,122,3,20,4903105068681962,03/2024,274,YES,1,$16100,02/2002,2014,No
362,123,0,11,5370803294413435,07/2021,851,YES,1,$28894,05/2002,2011,No
363,123,1,29,4129518763612024,03/2002,84,YES,1,$61,02/2002,2009,No
364,123,2,20,4164752448797896,02/2023,24,YES,1,$12500,09/2010,2012,No
365,124,0,11,5557896137687493,06/2023,598,YES,2,$15409,04/2009,2010,No
366,124,1,7,5675172699563859,08/2023,294,YES,1,$5300,10/2003,2012,No
367,124,2,12,5259283165298575,12/2016,403,YES,1,$13469,05/2006,2009,No
368,125,0,11,5155446517379011,05/2020,719,YES,1,$16524,01/2020,2020,No
369,125,1,12,5831064486667385,01/2020,570,NO,1,$29526,01/2020,2020,No
370,125,2,13,5157956439521808,07/2023,657,YES,1,$16407,02/2020,2020,No
371,126,0,17,5874195902667119,04/2023,206,YES,2,$61,06/2008,2015,No
372,126,1,11,5803563077451662,11/2020,827,YES,2,$40628,10/2009,2014,No
373,126,2,12,5283475217390040,08/2010,149,YES,2,$24980,04/2008,2014,No
374,127,0,11,5316882967513700,05/2020,122,YES,1,$10290,02/2020,2020,No
375,127,1,17,5962806753089588,01/2023,217,YES,1,$84,10/2018,2018,No
376,128,0,24,4631099146168683,12/2018,597,YES,1,$13725,03/2007,2014,No
377,128,1,25,4716755530325962,12/2024,821,YES,2,$8278,09/2008,2010,No
378,128,2,26,4053406246662206,09/2020,491,YES,2,$13514,06/2009,2018,No
379,128,3,7,5105518827174579,11/2024,883,YES,1,$3800,04/2011,2011,No
380,129,0,11,5192370991764802,10/2024,603,YES,2,$15119,04/2005,2011,No
381,130,0,17,5182568921946800,01/2021,310,YES,1,$81,01/2020,2020,No
382,130,1,11,5394718113711366,02/2020,16,YES,1,$34183,01/2020,2020,No
383,130,2,20,4864430404023760,07/2022,534,YES,1,$22200,01/2020,2020,No
384,131,0,11,5124153601404702,02/2022,6,YES,1,$15117,02/2020,2020,No
385,131,1,29,4073696489940421,04/2020,274,YES,2,$81,06/2010,2010,No
386,132,0,11,5476802835185783,05/2023,744,YES,2,$1543,06/2003,2009,No
387,133,0,11,5753359093924163,09/2024,795,YES,1,$22821,01/2020,2020,No
388,133,1,20,4201957315957623,01/2023,619,YES,1,$13200,02/2020,2020,No
389,133,2,12,5786593463189278,08/2024,58,YES,1,$16330,01/2020,2020,No
390,133,3,29,4091173399720381,01/2020,916,NO,2,$39,01/2020,2020,No
391,134,0,7,5345794459975216,11/2007,412,YES,2,$6400,11/2007,2011,No
392,134,1,20,4897384992083944,05/2000,382,YES,1,$3500,05/2000,2007,No
393,134,2,24,4171955938083789,04/2023,251,YES,1,$12606,12/2018,2018,No
394,134,3,25,4906405312400640,02/2023,579,YES,1,$9921,01/2018,2018,No
395,134,4,29,4176098872817204,05/2022,661,YES,2,$96,08/2007,2009,No
396,134,5,11,5412244076346677,12/2024,594,YES,1,$18964,02/2003,2009,No
397,135,0,11,5297260201877616,01/2024,580,YES,2,$3711,04/2007,2013,No
398,136,0,11,5735792874705665,03/2023,748,NO,1,$35279,02/2015,2015,No
399,136,1,20,4863498051032543,07/2020,593,YES,2,$13800,11/2008,2015,No
400,136,2,12,5489970186857774,02/2022,7,YES,2,$24215,07/2002,2007,No
401,137,0,20,4508109473981620,09/2024,763,YES,1,$19400,11/2007,2010,No
402,137,1,29,4800041020887836,06/2020,59,YES,2,$30,03/2005,2014,No
403,137,2,24,4144574679317199,03/2024,543,YES,2,$17208,01/2010,2016,No
404,137,3,7,5919854740342964,11/2004,604,YES,2,$18300,01/2001,2011,No
405,137,4,11,5208447578218097,09/2021,126,YES,1,$51012,02/2014,2014,No
406,137,5,1,320735955126194,02/2019,686,YES,1,$15000,01/2009,2011,No
407,138,0,20,4325807240930443,04/2018,642,YES,1,$7600,05/2006,2009,No
408,138,1,11,5672870607977288,11/2023,952,YES,2,$8052,03/2005,2012,No
409,138,2,7,5025018096886549,07/2024,783,YES,1,$8600,03/2005,2007,No
410,138,3,12,5125159184089047,08/2020,945,YES,2,$20128,10/2019,2019,No
411,138,4,1,339948848081416,03/2023,643,YES,1,$9000,07/2008,2013,No
412,138,5,17,5967922448022597,10/2020,849,YES,2,$91,11/2011,2012,No
413,139,0,1,313387157322526,12/2024,961,YES,1,$6800,02/1996,2009,No
414,139,1,17,5287305063365339,07/2011,597,YES,1,$93,05/2010,2010,No
415,139,2,20,4511050153177271,01/2016,263,YES,2,$9800,03/2013,2013,No
416,139,3,21,4795565502176661,01/2021,731,YES,2,$6700,06/2010,2011,No
417,140,0,20,4515587053760939,05/2023,983,YES,1,$9800,01/2006,2015,No
418,140,1,24,4185031026466058,01/2018,48,YES,2,$24544,06/2006,2013,No
419,140,2,11,5835884730427367,05/2023,642,YES,1,$22639,05/2008,2010,No
420,140,3,5,6113979959799077,11/2023,899,YES,1,$1100,07/2015,2015,No
421,140,4,17,5139150904667380,05/2016,509,YES,1,$86,04/2013,2013,No
422,141,0,24,4574373333053393,08/2020,742,YES,2,$2330,04/2010,2011,No
423,141,1,20,4806267788873524,08/2020,289,YES,2,$5900,02/2020,2020,No
424,142,0,24,4461391532392446,02/2020,981,YES,2,$47372,12/2007,2008,No
425,142,1,25,4260012890373386,07/2022,447,NO,2,$28127,05/2010,2010,No
426,142,2,17,5834771837829829,03/2010,553,YES,1,$28,09/2006,2006,No
427,142,3,26,4955481558570019,03/2024,397,YES,2,$62081,02/2020,2020,No
428,143,0,1,303639878430454,11/2022,807,YES,1,$5800,09/2011,2011,No
429,143,1,20,4060113536623876,07/2016,408,YES,1,$6700,07/2009,2009,No
430,143,2,21,4646061658785929,02/2015,856,YES,1,$6700,03/2006,2012,No
431,143,3,11,5040622566272530,07/2022,87,YES,2,$1424,12/2004,2012,No
432,144,0,17,5214812311200288,07/2024,453,NO,1,$58,02/2020,2020,No
433,144,1,20,4996236791696784,05/2009,700,YES,2,$19400,07/2006,2008,No
434,144,2,24,4634979930026450,05/2012,897,YES,2,$4052,12/2010,2013,No
435,144,3,21,4437020876913493,05/2010,955,YES,2,$9300,04/2004,2010,No
436,145,0,20,4862011857697370,05/2022,405,YES,1,$9600,02/2020,2020,No
437,145,1,11,5702517198112781,02/2020,24,YES,1,$16923,02/2020,2020,No
438,146,0,7,5659013286075924,02/2020,777,YES,1,$7700,01/2020,2020,No
439,147,0,11,5128972927503172,07/2022,466,YES,2,$146,02/2020,2020,No
440,148,0,11,5677245240966697,03/2023,293,NO,1,$12091,05/2009,2009,No
441,148,1,12,5854333169733349,11/2006,280,YES,2,$11157,09/2006,2011,No
442,148,2,20,4986381278679951,07/2010,21,YES,2,$7100,12/2002,2012,No
443,148,3,13,5718135133841307,01/2012,915,YES,1,$7612,08/2010,2011,No
444,148,4,21,4973662128767227,12/2021,9,YES,2,$6100,02/2013,2013,No
445,149,0,24,4724986483917889,07/2023,384,YES,2,$27706,12/2008,2008,No
446,149,1,17,5651451840802358,04/2009,851,NO,2,$45,03/2008,2009,No
447,149,2,11,5560330928676135,05/2021,732,NO,2,$2046,02/2000,2008,No
448,149,3,7,5078189663550754,10/2024,929,YES,1,$17400,09/2012,2012,No
449,149,4,12,5243545849930026,05/2020,648,YES,1,$26231,12/2008,2008,No
450,150,0,20,4325487328684543,02/2009,692,YES,2,$18300,06/2007,2010,No
451,150,1,21,4759642688252595,05/2016,644,YES,2,$13900,07/2001,2014,No
452,151,0,7,5060071689988757,08/2022,113,YES,2,$17200,06/1999,2013,No
453,151,1,24,4248867812400739,06/2023,619,YES,2,$14217,10/2006,2012,No
454,151,2,11,5093901939500036,03/2024,472,YES,2,$39533,04/2007,2016,No
455,151,3,12,5223300442168271,04/2023,262,YES,2,$3141,08/2008,2013,No
456,151,4,20,4941415000431974,11/2022,50,YES,2,$12800,04/2014,2014,No
457,151,5,13,5431173218728279,01/2020,187,NO,1,$38342,09/2010,2010,No
458,152,0,7,5229402459571307,01/2020,704,YES,1,$3000,01/2020,2020,No
459,153,0,24,4858818886878485,12/2020,125,NO,1,$16486,02/2020,2020,No
460,154,0,11,5540073375174446,05/2024,684,YES,2,$28868,01/2020,2020,No
461,154,1,12,5289314952826819,02/2021,998,YES,1,$51836,01/2020,2020,No
462,155,0,20,4588933671536303,09/2021,748,YES,2,$8900,02/2020,2020,No
463,155,1,7,5674179618380471,02/2020,303,YES,1,$9900,02/2020,2020,No
464,155,2,24,4913369105929873,02/2020,711,YES,1,$22935,01/2020,2020,No
465,155,3,21,4729324689482423,10/2023,582,YES,2,$7900,02/2020,2020,No
466,155,4,11,5076843052683212,02/2020,969,YES,1,$17336,12/2014,2014,No
467,156,0,24,4130633556245301,03/2021,268,YES,2,$20206,07/2011,2011,No
468,156,1,20,4214195908881404,10/2023,598,YES,2,$9900,01/2018,2018,No
469,156,2,17,5928394327706854,11/2021,853,NO,1,$78,01/2012,2012,No
470,156,3,11,5538135650340797,05/2023,623,YES,1,$17335,11/2010,2010,No
471,156,4,21,4088292829841504,06/2024,140,YES,1,$9700,01/2003,2020,No
472,157,0,24,4859980421504976,06/2021,971,NO,2,$25048,12/2004,2010,No
473,157,1,25,4401743622113558,12/2014,322,YES,1,$25214,03/2014,2014,No
474,157,2,11,5568521915813745,04/2023,226,YES,1,$33580,02/2020,2020,No
475,158,0,24,4851242738517632,04/2013,684,NO,2,$1952,03/2011,2011,No
476,159,0,11,5059388151009778,05/2023,996,YES,1,$18491,07/2009,2011,No
477,159,1,20,4822550416239709,02/2013,509,YES,1,$9800,08/2010,2014,No
478,159,2,7,5320022308833354,12/2021,92,YES,1,$0,12/2009,2010,No
479,160,0,11,5097891088528736,09/2023,447,YES,1,$5857,01/2011,2012,No
480,160,1,24,4459776057093772,06/2020,869,YES,2,$10366,10/2007,2014,No
481,160,2,25,4017542226763671,01/2024,109,YES,1,$10161,04/2004,2008,No
482,160,3,12,5148390223991031,04/2021,316,YES,2,$9297,01/2005,2012,No
483,160,4,26,4898934131827425,09/2021,199,YES,1,$12434,07/2003,2012,No
484,161,0,11,5943373604505748,04/2020,300,YES,2,$29973,11/2010,2010,No
485,161,1,24,4284210826984108,02/2020,154,YES,2,$25330,09/2015,2015,No
486,161,2,25,4093850742287208,04/2020,286,YES,2,$52609,04/2006,2010,No
487,161,3,20,4329687142518026,10/2020,827,YES,1,$25200,12/2006,2016,No
488,162,0,24,4744876175071543,11/2022,747,YES,1,$11832,12/1996,2007,No
489,162,1,20,4152829240073093,08/2016,446,YES,1,$5400,04/2008,2013,No
490,162,2,11,5754695413159461,01/2024,939,NO,1,$3384,06/2009,2009,No
491,163,0,11,5287533090911331,04/2014,946,YES,1,$13756,06/2012,2012,No
492,163,1,12,5761884540845430,06/2022,312,YES,1,$9263,01/2006,2010,No
493,163,2,13,5903499521440697,12/2024,779,YES,1,$16899,04/2014,2014,No
494,163,3,20,4814691024249332,01/2022,424,YES,1,$5700,06/2004,2012,No
495,163,4,17,5955075527372953,05/2021,513,YES,1,$46,03/2007,2012,No
496,164,0,7,5953949146709597,01/2024,474,YES,2,$11400,02/2020,2020,No
497,165,0,17,5868862947419305,08/2022,245,YES,1,$95,11/2011,2011,No
498,165,1,7,5418163465826338,06/2023,559,YES,2,$10700,02/2007,2015,No
499,165,2,1,377302862567108,02/2024,524,YES,1,$8700,06/2011,2011,No
500,165,3,24,4609477454357089,01/2022,347,YES,2,$12150,06/2004,2008,No
501,166,0,5,6617202891382002,03/2019,499,YES,1,$7800,06/2017,2017,No
502,166,1,24,4863697166227070,10/2013,748,NO,1,$13761,02/2013,2013,No
503,167,0,24,4525977155603081,06/2020,662,YES,2,$45377,07/2010,2011,No
504,168,0,11,5168144985829715,01/2020,454,YES,1,$18091,01/2020,2020,No
505,168,1,12,5081154452848669,12/2022,211,YES,1,$14514,01/2020,2020,No
506,169,0,7,5540056584502163,03/2022,749,YES,1,$15900,02/2020,2020,No
507,169,1,20,4089244507142221,12/2020,999,YES,1,$13000,01/2020,2020,No
508,169,2,24,4084435358903514,09/2021,778,YES,2,$17905,01/2020,2020,No
509,170,0,20,4015255845214445,07/2022,244,YES,2,$7000,11/2010,2011,No
510,170,1,21,4998601196255206,07/2020,12,YES,3,$7100,04/2010,2010,No
511,170,2,11,5832356224925490,06/2024,245,YES,2,$16476,05/2005,2008,No
512,170,3,22,4984837369742443,10/2009,257,NO,2,$7200,12/2006,2011,No
513,171,0,7,5929898393818083,10/2017,671,YES,1,$11800,12/2010,2011,No
514,171,1,11,5284022658441928,12/2018,405,YES,2,$6832,08/2010,2015,No
515,171,2,12,5534901273086337,12/2023,387,YES,2,$6222,09/2009,2009,No
516,172,0,1,369191506516942,03/2024,251,YES,1,$13300,05/2007,2015,No
517,172,1,24,4862436349200537,08/2023,49,YES,2,$2942,12/2003,2014,No
518,172,2,25,4714754243202455,12/2022,297,YES,2,$33539,06/2005,2018,No
519,173,0,20,4495252841912344,04/2023,938,YES,2,$14000,02/2020,2020,No
520,173,1,24,4982363893558200,06/2024,388,YES,1,$20160,01/2020,2020,No
521,174,0,11,5504969419405753,03/2022,907,YES,1,$35466,01/2020,2020,No
522,174,1,24,4420607109678464,02/2020,318,YES,2,$24677,02/2020,2020,No
523,174,2,25,4863290933542106,02/2020,80,YES,1,$16520,02/2020,2020,No
524,175,0,24,4154322307475525,04/2008,150,YES,2,$6708,10/2005,2013,No
525,175,1,7,5963981612717511,10/2022,871,YES,1,$1200,01/2014,2014,No
526,175,2,25,4155798170380731,06/2022,512,YES,1,$10903,08/2011,2011,No
527,175,3,11,5258035150490120,10/2021,728,YES,1,$6710,02/2013,2013,No
528,175,4,12,5931155323451029,05/2024,580,YES,2,$10841,11/2017,2017,No
529,176,0,29,4356768889068512,11/2024,204,YES,1,$40,01/2020,2020,No
530,176,1,11,5728788703554068,05/2023,492,YES,2,$29340,05/2008,2010,No
531,176,2,1,339750311058511,06/2020,70,YES,2,$13600,06/2018,2018,No
532,176,3,7,5717397423380285,09/2022,862,YES,2,$7700,05/2010,2010,No
533,177,0,11,5256835813261969,11/2021,934,YES,1,$18803,11/2004,2008,No
534,177,1,12,5289111922145094,10/2022,314,YES,2,$28405,06/1998,2008,No
535,177,2,13,5649539832197637,04/2011,892,YES,1,$15521,02/2011,2011,No
536,178,0,20,4665365862082531,06/2021,412,YES,1,$3800,01/2001,2003,No
537,178,1,21,4209145697099683,10/2022,498,YES,2,$10900,06/2010,2013,No
538,178,2,11,5042804591987313,03/2023,431,YES,2,$1930,01/2008,2015,No
539,178,3,5,6203739864158389,03/2024,288,YES,2,$13900,08/2014,2014,No
540,179,0,11,5541834458092370,03/2024,143,YES,1,$5575,01/2010,2010,No
541,179,1,1,339123645701074,05/2023,369,NO,2,$8300,04/2016,2016,No
542,179,2,24,4282874431983773,05/2020,127,YES,1,$13009,01/2009,2009,No
543,179,3,12,5692291424544263,12/2024,696,YES,2,$12029,01/2020,2020,No
544,179,4,20,4149119638454529,08/2022,294,YES,1,$6100,01/2020,2020,No
545,180,0,24,4155430243935975,10/2022,653,YES,1,$24123,08/2013,2013,No
546,180,1,20,4768983039467326,03/2015,74,YES,1,$14700,02/2008,2010,No
547,180,2,29,4792307130049695,02/2020,221,YES,2,$12,12/2006,2013,No
548,180,3,25,4365366370182160,07/2020,290,YES,1,$11737,09/2004,2009,No
549,181,0,24,4479806423403350,01/2024,246,YES,1,$14366,03/1997,2008,No
550,181,1,11,5109749812856637,08/2015,246,YES,1,$17272,01/2015,2015,No
551,181,2,12,5898286991473581,11/2023,372,YES,2,$13605,07/2002,2009,No
552,182,0,20,4180974548713374,05/2023,975,YES,1,$21000,07/2005,2009,No
553,183,0,11,5256742061038585,05/2024,930,YES,2,$21470,02/2020,2020,No
554,184,0,24,4301090834057529,12/2017,718,YES,1,$26850,09/2017,2017,No
555,184,1,20,4173086816288788,09/2024,817,YES,2,$10400,02/2009,2010,No
556,184,2,21,4917647337454706,07/2008,328,YES,2,$8000,10/2007,2011,No
557,184,3,22,4457557218642444,01/2020,701,YES,2,$13000,04/2000,2010,No
558,184,4,11,5561065562359955,03/2020,147,YES,1,$5840,07/2006,2009,No
559,184,5,17,5459775781589173,02/2012,293,YES,2,$68,03/2008,2012,No
560,185,0,1,332229278341275,10/2022,702,YES,1,$16000,09/2010,2016,No
561,185,1,24,4359508857343088,03/2008,274,NO,1,$32223,06/2002,2005,No
562,185,2,11,5386335706439778,01/2022,713,YES,2,$13323,10/2010,2010,No
563,185,3,25,4157348591484750,07/2021,945,YES,2,$576,08/2001,2011,No
564,186,0,24,4614417915507952,09/2024,808,YES,1,$25977,04/2007,2009,No
565,186,1,29,4791246805564219,03/2016,126,YES,1,$84,08/2014,2014,No
566,187,0,17,5619919350397758,10/2021,786,YES,2,$23,09/2006,2010,No
567,187,1,20,4560018445952481,09/2023,454,NO,2,$5200,11/1999,2009,No
568,188,0,17,5416807432483550,08/2013,557,YES,2,$66,06/2006,2010,No
569,188,1,1,304316312600931,06/2024,649,YES,1,$1200,10/2006,2009,No
570,188,2,11,5738964942904646,11/2020,730,YES,1,$20759,01/2007,2009,No
571,188,3,7,5880489541836648,06/2024,558,YES,1,$15100,06/2001,2010,No
572,188,4,8,5634478684634263,10/2021,490,YES,1,$11100,01/2020,2020,No
573,189,0,17,5570196053274730,05/2022,85,YES,2,$52,01/2020,2020,No
574,190,0,11,5493545357380440,08/2024,774,YES,2,$15110,09/2004,2009,No
575,190,1,7,5598634791848895,04/2023,830,YES,2,$10600,09/2010,2014,No
576,190,2,20,4923375841500665,01/2020,785,YES,2,$8600,09/2005,2011,No
577,190,3,1,362084701337381,09/2020,71,YES,2,$8400,08/2010,2012,No
578,190,4,8,5389873336522258,10/2022,754,YES,2,$11100,05/2014,2014,No
579,191,0,7,5676305121855735,11/2021,58,YES,1,$2800,02/2008,2010,No
580,192,0,20,4434801834503292,09/2019,633,YES,2,$5700,12/2016,2016,No
581,192,1,24,4590995550885290,08/2011,564,YES,1,$12252,06/2002,2010,No
582,192,2,11,5384502220541945,12/2023,809,YES,1,$22420,06/2013,2013,No
583,193,0,24,4072548875903186,09/2018,874,YES,2,$3715,10/2005,2009,No
584,193,1,29,4158689268615889,06/2021,782,YES,1,$67,08/2009,2011,No
585,193,2,25,4649045635719491,11/2020,362,YES,2,$26460,07/2007,2017,No
586,193,3,26,4998107869531292,11/2023,358,YES,1,$12783,09/2009,2015,No
587,194,0,1,343439312469610,03/2023,98,YES,2,$21400,01/2006,2011,No
588,194,1,20,4936982658166186,02/2021,521,NO,2,$13600,06/2007,2007,No
589,194,2,11,5984892227411114,03/2020,810,NO,1,$46201,10/2013,2013,No
590,195,0,20,4403164286544036,04/2022,303,YES,2,$7700,04/2010,2010,No
591,196,0,11,5825169460594164,01/2010,127,YES,2,$18937,10/2005,2010,No
592,197,0,11,5824919835337530,10/2021,975,YES,1,$14539,06/2012,2012,No
593,197,1,12,5794394537016243,03/2020,830,YES,2,$21723,12/2011,2011,No
594,198,0,11,5717616835023183,12/2023,840,YES,1,$16858,02/2020,2020,No
595,199,0,24,4378087486126492,09/2022,813,NO,2,$22143,02/2020,2020,No
596,199,1,29,4100715330943606,03/2023,975,YES,2,$61,02/2020,2020,No
597,199,2,11,5353021676816457,04/2022,793,YES,1,$15683,11/2016,2016,No
598,200,0,17,5544687575831334,08/2020,626,YES,1,$65,01/2020,2020,No
599,201,0,11,5666352544496073,04/2022,14,YES,1,$12139,09/2019,2019,No
600,201,1,24,4585463820960900,07/2021,441,YES,1,$10130,07/2001,2011,No
601,201,2,20,4452171890920161,08/2023,43,YES,1,$7300,07/2004,2010,No
602,201,3,29,4619393222123922,01/2012,728,NO,1,$57,11/2009,2016,No
603,201,4,21,4534523963991464,11/2022,855,YES,1,$3800,06/2010,2011,No
604,201,5,17,5046657636238622,03/2021,209,YES,2,$121,07/2008,2008,No
605,202,0,11,5899151162296319,11/2020,920,YES,1,$13569,02/2006,2007,No
606,203,0,11,5178825671566748,02/2020,674,YES,1,$15358,01/2020,2020,No
607,204,0,11,5337752472537047,12/1999,627,NO,1,$9550,11/1999,2018,No
608,204,1,20,4333340134035074,03/2024,27,YES,1,$17300,06/2011,2011,No
609,205,0,7,5981505152751126,02/2021,991,YES,2,$15000,08/2007,2007,No
610,205,1,29,4928847177984551,04/2023,730,YES,2,$106,07/2008,2008,No
611,205,2,20,4071413558241551,04/2021,58,YES,1,$20100,03/2010,2017,No
612,205,3,30,4588839670339566,12/2022,44,YES,2,$50,08/2000,2008,No
613,206,0,11,5511261715732877,02/2015,356,YES,1,$10843,03/2008,2009,No
614,206,1,24,4442346065712693,08/2023,225,YES,2,$12057,04/2014,2014,No
615,207,0,7,5018280111106134,03/2022,425,YES,2,$11100,05/2019,2019,No
616,207,1,24,4277949954820732,06/2012,902,YES,1,$13969,07/2004,2008,No
617,207,2,8,5327096819732640,04/2023,715,YES,1,$7600,07/2003,2017,No
618,208,0,24,4453802456299794,10/2024,667,YES,1,$9578,01/2020,2020,No
619,208,1,25,4491913667007053,10/2023,158,YES,1,$16711,02/2020,2020,No
620,208,2,11,5158128139878007,11/2020,958,YES,2,$15435,12/2018,2018,No
621,208,3,1,306900138857551,06/2020,741,YES,1,$14300,01/2020,2020,No
622,209,0,11,5597563473232224,04/2020,348,YES,1,$9431,04/2015,2015,No
623,209,1,7,5933548652460822,04/2022,92,YES,1,$6100,07/2009,2012,No
624,210,0,5,6661610009330324,09/2014,5,YES,1,$17400,10/2010,2013,No
625,210,1,11,5073319862133386,01/2024,52,YES,1,$35500,11/2006,2011,No
626,210,2,12,5745854957552328,08/2023,938,YES,2,$27687,06/2004,2007,No
627,211,0,11,5741290693284534,01/2024,500,NO,2,$40073,02/2020,2020,No
628,211,1,7,5007745667422003,08/2023,279,YES,2,$22000,02/2020,2020,No
629,211,2,24,4338188789911417,03/2021,287,NO,2,$8509,01/2020,2020,No
630,212,0,11,5128543726124447,12/2018,303,YES,1,$11037,06/2013,2013,No
631,212,1,12,5713930994921001,10/2023,41,YES,1,$16986,03/2007,2010,No
632,212,2,20,4796074118728753,03/2011,978,YES,1,$8800,10/2007,2014,No
633,212,3,13,5895478812166500,01/2024,598,YES,2,$8212,08/2010,2011,No
634,212,4,24,4750471235873274,09/2023,924,YES,2,$24270,09/2007,2008,No
635,213,0,24,4052703300349866,01/2024,388,YES,2,$12586,01/2020,2020,No
636,214,0,1,302701760602871,09/2019,163,NO,2,$11800,01/2018,2018,No
637,215,0,11,5065968170690023,10/2021,724,NO,2,$18050,03/2003,2010,No
638,215,1,5,6275110784130495,09/2022,286,YES,2,$21800,07/2010,2011,No
